steps     error     softmax loss   
89000     27.50     0.248178       
90000     26.90     0.246556       
91000     27.10     0.247906       
92000     27.40     0.246444       
93000     26.80     0.243011       
94000     27.80     0.24152        
95000     27.30     0.239882       
96000     27.30     0.242486       
97000     26.80     0.240965       
98000     26.10     0.245149       
99000     26.20     0.23932        
100000    26.20     0.240742       
101000    26.70     0.240406       
102000    26.70     0.237006       
103000    25.60     0.238027       
104000    26.10     0.232629       
105000    26.10     0.235682       
106000    26.50     0.232933       
107000    26.80     0.230654       
108000    25.50     0.229453       
109000    25.90     0.229196       
110000    25.10     0.228317       
111000    26.00     0.233532       
112000    25.20     0.22868        
113000    25.10     0.226973       
114000    24.40     0.226632       
115000    24.80     0.225255       
116000    24.30     0.225944       
117000    24.90     0.222963       
118000    24.10     0.228074       
119000    24.80     0.228367       
120000    25.10     0.225163       
121000    24.50     0.223185       
122000    24.40     0.22155        
123000    24.90     0.220517       
124000    25.00     0.219525       
125000    24.30     0.21887        
126000    24.00     0.222332       
127000    26.20     0.225686       
128000    25.70     0.223981       
129000    25.30     0.225433       
130000    25.70     0.225372       
131000    26.60     0.22236        
132000    25.80     0.223113       
133000    25.10     0.223226       
134000    25.30     0.222147       
135000    25.20     0.222519       
136000    26.10     0.22123        
137000    25.20     0.223001       
138000    25.10     0.221073       
139000    25.30     0.22378        
140000    25.20     0.222369       
141000    26.30     0.221804       
142000    24.70     0.221266       
143000    23.90     0.219939       
144000    23.80     0.214363       
145000    24.80     0.22282        
146000    23.80     0.218931       
147000    24.70     0.219034       
148000    24.30     0.219023       
149000    24.50     0.214968       
150000    24.10     0.214304       
151000    24.60     0.215031       
152000    24.10     0.216013       
153000    25.40     0.220704       
154000    24.10     0.212993       
155000    24.20     0.212183       
156000    24.20     0.21031        
157000    25.10     0.21135        
158000    24.40     0.211437       
159000    23.80     0.208426       
160000    24.30     0.206066       
161000    22.90     0.206388       
162000    23.80     0.205171       
163000    24.50     0.204023       
164000    24.00     0.207515       
165000    24.10     0.202919       
166000    22.80     0.198941       
167000    23.60     0.201613       
168000    23.00     0.201614       
169000    23.40     0.20274        
170000    22.50     0.201275       
171000    22.80     0.203151       
172000    22.40     0.20196        
173000    22.90     0.200387       
174000    23.50     0.201144       
175000    23.50     0.201585       
176000    23.30     0.201305       
177000    22.90     0.200269       
178000    21.50     0.19705        
179000    22.50     0.20203        
180000    22.50     0.199967       
181000    22.70     0.197457       
182000    22.20     0.19741        
183000    23.10     0.197069       
184000    21.30     0.191714       
185000    22.30     0.194236       
186000    23.60     0.199526       
187000    21.50     0.194045       
188000    23.10     0.197389       
189000    22.50     0.194505       
190000    22.50     0.195543       
191000    22.80     0.193838       
192000    22.10     0.193569       
193000    21.50     0.190256       
194000    21.70     0.196001       
195000    22.10     0.193082       
196000    23.10     0.194817       
197000    21.80     0.195696       
198000    22.00     0.190642       
199000    22.00     0.194189       
200000    22.00     0.190426       
201000    21.50     0.186965       
202000    22.00     0.193524       
203000    22.30     0.193135       
204000    22.50     0.194629       
205000    22.30     0.191544       
206000    22.40     0.185828       
207000    21.70     0.187747       
208000    22.80     0.193774       
209000    23.00     0.194481       
210000    22.00     0.188918       
211000    22.10     0.188444       
212000    21.90     0.183427       
213000    21.50     0.184923       
214000    21.40     0.182815       
215000    21.80     0.183683       
216000    21.50     0.183992       
217000    21.60     0.183613       
218000    22.40     0.185747       
219000    21.40     0.182523       
220000    21.30     0.185724       
221000    20.90     0.185371       
222000    21.50     0.188945       
223000    21.30     0.185801       
224000    21.50     0.185679       
225000    21.10     0.184631       
226000    21.90     0.184155       
227000    21.60     0.185471       
228000    21.30     0.186533       
229000    20.90     0.180173       
230000    21.20     0.180119       
231000    21.30     0.178559       
232000    21.70     0.181637       
233000    20.60     0.177256       
234000    21.10     0.17646        
235000    21.10     0.17654        
236000    20.50     0.176772       
237000    20.10     0.176606       
238000    20.10     0.174436       
239000    20.60     0.175182       
240000    21.30     0.178824       
241000    20.70     0.178316       
242000    20.30     0.175081       
243000    21.20     0.173478       
244000    20.50     0.176062       
245000    21.40     0.178508       
246000    21.40     0.173393       
247000    20.40     0.174897       
248000    21.10     0.172771       
249000    20.40     0.171432       
250000    20.60     0.169361       
